step,time,base_pos_x,base_pos_y,base_pos_z,base_quat_w,base_quat_x,base_quat_y,base_quat_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,contact_force_LF_x,contact_force_LF_y,contact_force_LF_z,contact_force_LH_x,contact_force_LH_y,contact_force_LH_z,contact_force_RF_x,contact_force_RF_y,contact_force_RF_z,contact_force_RH_x,contact_force_RH_y,contact_force_RH_z
10,0.2,0.06015126034617424,0.018177824094891548,0.564542293548584,0.9997280836105347,-0.0023282046895474195,0.022956546396017075,-0.0033942428417503834,-0.13773781061172485,-0.11985074728727341,0.181630477309227,0.017171265557408333,0.6326383948326111,-0.30162951350212097,0.7635578513145447,-0.255669504404068,-0.9934827089309692,0.660474419593811,-0.9873582124710083,0.552028477191925,-0.538805365562439,-0.29897698760032654,-0.29636138677597046,1.0055843591690063,1.7267780303955078,0.5010153651237488,1.5752710103988647,0.1682150959968567,-2.0415637493133545,0.09361341595649719,-1.4830924272537231,3.1190831661224365,5.604234956990695e-06,0.0,41.71095275878906,4.401071055326611e-05,0.0,327.56097412109375,2.6931502361549065e-05,0.0,200.444580078125,0.0,0.0,0.0
11,0.22,0.07134751975536346,0.019196005538105965,0.5611547231674194,0.9996429681777954,-0.00012259057257324457,0.026588577777147293,-0.002672414528205991,-0.14223353564739227,-0.12423191219568253,0.17619267106056213,0.046038608998060226,0.6595765948295593,-0.2774195671081543,0.7948039174079895,-0.26480647921562195,-1.0363084077835083,0.6394227743148804,-1.0142453908920288,0.6194555759429932,0.013471577316522598,-0.31808218359947205,-0.3352319002151489,1.6259816884994507,0.8594546318054199,0.9377195835113525,1.4029879570007324,-1.0669059753417969,-3.049262762069702,-0.8289791941642761,-1.1843167543411255,4.321687698364258,0.0,0.0,0.0,4.961351442034356e-05,0.0,369.2612609863281,3.9526774344267324e-05,0.0,294.1880798339844,0.0,0.0,0.0
12,0.24,0.08277267962694168,0.019605563953518867,0.5590627789497375,0.999538779258728,0.001534944516606629,0.03027074970304966,-0.0019174261251464486,-0.12273724377155304,-0.12626980245113373,0.17246733605861664,0.08735903352499008,0.6545706391334534,-0.24971242249011993,0.8210858106613159,-0.30924010276794434,-1.112357497215271,0.6098952293395996,-1.0318135023117065,0.7231073379516602,1.4832348823547363,-0.09472577273845673,-0.13798624277114868,2.2836833000183105,-1.034904956817627,1.0989091396331787,1.1040542125701904,-2.9919300079345703,-3.643911838531494,-1.0599360466003418,-0.5963273644447327,5.649427890777588,0.0,0.0,0.0,3.8362170016625896e-05,0.0,285.5202331542969,4.557790816761553e-05,0.0,339.2252502441406,0.0,0.0,0.0
13,0.26,0.09409242123365402,0.01961698941886425,0.5578554272651672,0.9994601607322693,0.0004866832750849426,0.032836779952049255,-0.0010766290361061692,-0.08023424446582794,-0.12228964269161224,0.1741967350244522,0.14281857013702393,0.6144149303436279,-0.22039471566677094,0.8411177396774292,-0.391952246427536,-1.183195948600769,0.5808224081993103,-1.0357086658477783,0.8435236215591431,2.275071382522583,0.19699612259864807,0.11106090992689133,2.9691975116729736,-2.610865831375122,1.1008528470993042,0.8511821627616882,-4.78062105178833,-2.447397232055664,-0.801383376121521,0.059455886483192444,6.212654113769531,0.0,0.0,0.0,2.968041917483788e-05,0.0,220.90408325195312,4.0464386984240264e-05,0.0,301.1665344238281,0.0,0.0,0.0
14,0.28,0.10543942451477051,0.019568415358662605,0.5566115379333496,0.9994325041770935,-0.00224996916949749,0.033611029386520386,6.805405428167433e-05,-0.03705906867980957,-0.11470441520214081,0.17872007191181183,0.208847314119339,0.5526213049888611,-0.19328729808330536,0.858528733253479,-0.5008116364479065,-1.19530189037323,0.5630267262458801,-1.029075264930725,0.9639184474945068,1.8662493228912354,0.31456413865089417,0.1733362078666687,3.379768133163452,-3.3122427463531494,1.1137181520462036,0.8501538038253784,-5.76086950302124,0.8931588530540466,-0.3814566433429718,0.4548843502998352,5.768011093139648,0.0,0.0,0.0,2.2981806978350505e-05,0.0,171.0479736328125,3.314864807180129e-05,0.0,246.71728515625,0.0,0.0,0.0
15,0.3,0.11728198826313019,0.01976032555103302,0.5545968413352966,0.9994529485702515,-0.004191122483462095,0.032779134809970856,0.0013640287797898054,-0.012288077734410763,-0.1089339405298233,0.1810736507177353,0.27780336141586304,0.48889702558517456,-0.16663618385791779,0.8780989050865173,-0.6206825971603394,-1.1456949710845947,0.5547925233840942,-1.018818736076355,1.061389684677124,0.795487642288208,0.14920878410339355,0.007330894470214844,3.419390916824341,-3.0623085498809814,1.1145583391189575,1.0609544515609741,-6.067928791046143,3.5595271587371826,0.019750341773033142,0.483119398355484,4.069355487823486,0.0,0.0,0.0,2.5148721761070192e-05,0.0,187.17578125,2.992806003021542e-05,0.0,222.74722290039062,0.0,0.0,0.0
16,0.32,0.13018344342708588,0.020219948142766953,0.5517585873603821,0.9994959235191345,-0.004930472932755947,0.03126605227589607,0.002506799064576626,-0.005609053652733564,-0.10649421066045761,0.18093165755271912,0.34694531559944153,0.4386698603630066,-0.1381704956293106,0.9011141657829285,-0.738469660282135,-1.065719485282898,0.5495737791061401,-1.0086337327957153,1.1149908304214478,0.02074282616376877,-0.02484825998544693,-0.06986479461193085,3.4010183811187744,-2.177493095397949,1.2144173383712769,1.2615177631378174,-5.673792839050293,4.0668134689331055,-0.15311238169670105,0.42556679248809814,1.7609617710113525,0.0,0.0,0.0,2.9815404559485614e-05,0.0,221.90875244140625,2.9894363251514733e-05,0.0,222.49644470214844,0.0,0.0,0.0
17,0.34,0.14463265240192413,0.020878396928310394,0.5483725666999817,0.9995285272598267,-0.0056138234212994576,0.029996288940310478,0.003403996117413044,-0.009103234857320786,-0.10489746928215027,0.18086357414722443,0.41167545318603516,0.408684104681015,-0.1051056981086731,0.9264627695083618,-0.8355392217636108,-0.9925837516784668,0.5414985418319702,-0.9984946250915527,1.1283496618270874,-0.33758968114852905,0.07251036912202835,0.004055420868098736,2.9804229736328125,-1.1415215730667114,1.5773425102233887,1.4074702262878418,-4.19413423538208,3.461768627166748,0.14269763231277466,0.3933633267879486,-0.22110670804977417,0.0,0.0,0.0,3.258388824178837e-05,0.0,242.51390075683594,2.725842387008015e-05,0.0,202.87777709960938,0.0,0.0,0.0
18,0.36,0.16076360642910004,0.021571919322013855,0.5445822477340698,0.9995355010032654,-0.005957133136689663,0.029620667919516563,0.003995631355792284,-0.013083788566291332,-0.104616180062294,0.18072493374347687,0.45819348096847534,0.4109559953212738,-0.06609891355037689,0.9540274739265442,-0.8918561935424805,-0.968824028968811,0.5237122178077698,-0.9898989796638489,1.107174277305603,-0.2206101417541504,-0.24662354588508606,-0.1382930427789688,1.6391685009002686,2.2358624935150146,1.99281907081604,1.6221160888671875,-1.8843953609466553,-1.2015986442565918,-0.8703404068946838,0.29988905787467957,-2.0447921752929688,3.9935741369845346e-05,0.0,297.2319641113281,2.318192673556041e-05,0.0,172.53741455078125,1.9771325241890736e-05,0.0,147.1531219482422,0.0,0.0,0.0
19,0.38,0.1774650365114212,0.021728824824094772,0.540803849697113,0.9995981454849243,-0.001231884816661477,0.028083084151148796,0.003684993600472808,-0.022588398307561874,-0.1153123527765274,0.17235024273395538,0.4739309847354889,0.4639723002910614,-0.02211477980017662,0.9787768721580505,-0.9002453684806824,-1.0026663541793823,0.5020887851715088,-1.0163296461105347,1.0453230142593384,-0.5084863305091858,-0.6462053060531616,-0.5041497945785522,0.3168253004550934,2.2325990200042725,2.1138112545013428,0.7731119990348816,0.6026152968406677,-0.7641621828079224,0.12674880027770996,-4.1646528244018555,-4.527170658111572,2.661958205862902e-05,0.0,198.123046875,5.613683697447414e-06,0.0,41.78127670288086,0.0,0.0,0.0,0.0,0.0,0.0
20,0.4,0.19340476393699646,0.021299777552485466,0.5362653136253357,0.9996774792671204,0.003713477635756135,0.024890268221497536,0.0034216451458632946,-0.031229544430971146,-0.12409721314907074,0.15320834517478943,0.4709413945674896,0.5123942494392395,-0.00017841983935795724,0.9651268124580383,-0.8714736700057983,-1.0227890014648438,0.5088053941726685,-1.0901700258255005,1.0083069801330566,-0.1807340383529663,-0.15464577078819275,-0.9060492515563965,0.1379159539937973,2.2491648197174072,-0.03990820795297623,-1.4171420335769653,-0.989482045173645,-0.8288924694061279,1.2857006788253784,-4.521092891693115,4.123559474945068,2.0492330804700032e-05,0.0,152.5194091796875,1.7684089925751323e-07,0.0,1.3161835670471191,0.0,0.0,0.0,8.785492536844686e-05,0.0,653.8827514648438
21,0.42,0.20837047696113586,0.020484689623117447,0.532314658164978,0.999707043170929,0.0060577173717319965,0.023118935525417328,0.003854084527119994,-0.034979283809661865,-0.1275697946548462,0.13069404661655426,0.47313451766967773,0.5558986663818359,-0.04384486377239227,0.925812840461731,-0.8644580841064453,-1.0434296131134033,0.5786710977554321,-1.202490210533142,1.0511715412139893,-0.2535127103328705,-0.35105741024017334,-1.4042102098464966,0.11488615721464157,1.9578111171722412,-3.474897861480713,-2.2464218139648438,-0.0008869320154190063,-0.8834291696548462,4.713804244995117,-5.654527187347412,2.4097769260406494,2.221325303253252e-05,0.0,165.3278045654297,0.0,0.0,0.0,0.0,0.0,0.0,7.222315616672859e-05,0.0,537.539306640625
22,0.44,0.22325551509857178,0.01966315694153309,0.5294879674911499,0.9996520280838013,0.011701278388500214,0.02317265048623085,0.004678286146372557,-0.04598134756088257,-0.14505429565906525,0.09496908634901047,0.4679919481277466,0.5925447940826416,-0.14203450083732605,0.8809590339660645,-0.8509291410446167,-1.0588982105255127,0.6864733099937439,-1.3294532299041748,1.0789846181869507,-0.5585539937019348,-1.0510646104812622,-1.8180251121520996,-0.2278505116701126,1.6929857730865479,-5.62366247177124,-2.3078885078430176,0.2663566768169403,-0.5958976149559021,6.020219802856445,-6.445769309997559,1.8396729230880737,2.2331889340421185e-05,0.0,166.21080017089844,0.0,0.0,0.0,0.0,0.0,0.0,6.481551099568605e-05,0.0,482.406005859375
23,0.46,0.2386961281299591,0.01856311224400997,0.5275185704231262,0.999575674533844,0.01563894748687744,0.023980922996997833,0.005394057370722294,-0.052683599293231964,-0.16763781011104584,0.062473542988300323,0.4650301933288574,0.6273548603057861,-0.2667709290981293,0.8294471502304077,-0.8301967978477478,-1.0713757276535034,0.8200200796127319,-1.4392125606536865,1.0947893857955933,-0.11041764914989471,-1.138019323348999,-1.4735051393508911,0.10701839625835419,1.7412395477294922,-6.511157512664795,-2.827648639678955,0.7126548290252686,-0.622848629951477,6.80411434173584,-4.589449405670166,1.1816986799240112,2.1990776076563634e-05,0.0,163.67196655273438,0.0,0.0,0.0,0.0,0.0,0.0,6.005655086482875e-05,0.0,446.9862060546875
24,0.48,0.2549128830432892,0.017133688554167747,0.5261558890342712,0.9995387196540833,0.01560426689684391,0.02539041079580784,0.005859690718352795,-0.05025028437376022,-0.1951514482498169,0.033618051558732986,0.46828901767730713,0.662971019744873,-0.4017866253852844,0.7665735483169556,-0.8015134334564209,-1.0840260982513428,0.9553479552268982,-1.4881083965301514,1.0976409912109375,0.28619831800460815,-1.5173916816711426,-1.415979266166687,0.3842012286186218,1.8297381401062012,-6.88478422164917,-3.334613800048828,1.1231601238250732,-0.6973545551300049,6.719141960144043,-0.6858775019645691,0.5572649240493774,2.230979225714691e-05,0.0,166.04632568359375,0.0,0.0,0.0,0.0,0.0,0.0,5.356431574909948e-05,0.0,398.6661071777344
25,0.5,0.27197879552841187,0.015351319685578346,0.5249280333518982,0.9995169043540955,0.013394207693636417,0.027342159301042557,0.006245822180062532,-0.04250669106841087,-0.23116566240787506,0.00744818476960063,0.4752998352050781,0.699688196182251,-0.5409167408943176,0.7004855275154114,-0.7674990892410278,-1.0970321893692017,1.0753062963485718,-1.4732482433319092,1.0919464826583862,0.46847426891326904,-1.919568419456482,-1.2242776155471802,0.5124139785766602,1.9028582572937012,-6.973559379577637,-3.3070998191833496,1.4042044878005981,-0.7249025106430054,5.415621757507324,2.314485549926758,0.1546272337436676,2.2403011826099828e-05,0.0,166.74014282226562,0.0,0.0,0.0,0.0,0.0,0.0,4.5916462113382295e-05,0.0,341.7450256347656
26,0.52,0.28995347023010254,0.013097858056426048,0.5234013199806213,0.999477744102478,0.011172112077474594,0.029576333239674568,0.006691524758934975,-0.03373859077692032,-0.27361631393432617,-0.013066120445728302,0.4831876754760742,0.7370118498802185,-0.6773781776428223,0.6384623050689697,-0.7306775450706482,-1.108548641204834,1.1632134914398193,-1.406772494316101,1.083061695098877,0.42482730746269226,-2.21125864982605,-0.8754882216453552,0.4644739627838135,1.9346908330917358,-6.676813125610352,-3.008197784423828,1.557258129119873,-0.6223030090332031,3.7430896759033203,4.286262512207031,0.014388591051101685,2.2723643269273452e-05,0.0,169.12652587890625,0.0,0.0,0.0,0.0,0.0,0.0,3.889007348334417e-05,0.0,289.44927978515625
27,0.54,0.3088671863079071,0.010262483730912209,0.5213539004325867,0.9994027018547058,0.01123450230807066,0.03192152455449104,0.007014850620180368,-0.0281110480427742,-0.31985023617744446,-0.02509772591292858,0.4881775379180908,0.7737427949905396,-0.800328254699707,0.5831328630447388,-0.6930283904075623,-1.1156202554702759,1.2170350551605225,-1.3047833442687988,1.0751632452011108,0.2087157815694809,-2.3048923015594482,-0.37475237250328064,0.24220196902751923,1.9178671836853027,-5.734772682189941,-2.643435001373291,1.637538194656372,-0.4001327157020569,2.0810718536376953,5.564656734466553,0.01742255687713623,2.2173580873641185e-05,0.0,165.0325469970703,0.0,0.0,0.0,0.0,0.0,0.0,3.325114448671229e-05,0.0,247.48013305664062
28,0.56,0.3287513852119446,0.006741322111338377,0.5186484456062317,0.9992706179618835,0.01456486340612173,0.03461876139044762,0.006908172741532326,-0.027016792446374893,-0.3618071377277374,-0.024914391338825226,0.4882236421108246,0.8091934323310852,-0.8943948149681091,0.5346598625183105,-0.655321478843689,-1.117538571357727,1.2408097982406616,-1.1838297843933105,1.068871021270752,-0.04824266582727432,-1.8875172138214111,0.2754623293876648,-0.052356258034706116,1.9030755758285522,-3.9654459953308105,-2.3210127353668213,1.7010716199874878,-0.211721733212471,0.41008150577545166,6.503750801086426,-0.022935226559638977,1.8809574612532742e-05,0.0,139.99505615234375,0.0,0.0,0.0,0.0,0.0,0.0,2.730993764998857e-05,0.0,203.2611846923828
29,0.58,0.3493792712688446,0.0029124778229743242,0.5153419971466064,0.9990958571434021,0.018993154168128967,0.03750080242753029,0.006369872018694878,-0.026878660544753075,-0.38833266496658325,-0.01929640956223011,0.48651841282844543,0.8444682359695435,-0.9471848011016846,0.5308125615119934,-0.616507351398468,-1.1157904863357544,1.2334980964660645,-1.1650383472442627,1.062136173248291,0.2786158323287964,-0.6774909496307373,0.35403674840927124,0.21823672950267792,1.944245457649231,-1.802844524383545,2.602856159210205,2.0540788173675537,0.10933157801628113,-1.240661859512329,-1.6045775413513184,-0.38210204243659973,1.1237877515668515e-05,0.0,83.64077758789062,0.0,0.0,0.0,6.70205190544948e-05,0.0,498.8173522949219,1.7918968296726234e-05,0.0,133.3665008544922
30,0.6,0.3693069517612457,7.692765211686492e-05,0.5130091309547424,0.9991804361343384,0.01501349825412035,0.03707065060734749,0.0062359957955777645,-0.013521148823201656,-0.3884403705596924,-0.003928143996745348,0.498777836561203,0.8610345125198364,-0.9582113027572632,0.5982542634010315,-0.5705134868621826,-1.151206374168396,1.196783185005188,-1.2140671014785767,1.0507808923721313,0.6836518049240112,0.2558014690876007,0.8446244597434998,0.5658383965492249,-0.020443851128220558,0.34364235401153564,3.483818531036377,2.2849531173706055,-3.1991140842437744,-2.239499092102051,-2.1885337829589844,-0.3915554881095886,0.0,0.0,0.0,0.0,0.0,0.0,3.927610669052228e-05,0.0,292.3224792480469,7.108233148755971e-06,0.0,52.90484619140625
31,0.62,0.3881227970123291,-0.0014078121166676283,0.5108036398887634,0.9993824362754822,0.011680275201797485,0.03268192708492279,0.005503007210791111,-0.005823425017297268,-0.3705238401889801,0.00796205922961235,0.4862021803855896,0.831668496131897,-0.9130173921585083,0.6483462452888489,-0.5342490077018738,-1.218008279800415,1.1365429162979126,-1.2190836668014526,1.06565523147583,0.23488278687000275,1.6558184623718262,0.5053229331970215,-1.3451288938522339,-2.155635356903076,3.489065170288086,2.7828383445739746,1.4632538557052612,-4.102602481842041,-4.414247035980225,-0.48973241448402405,1.433948278427124,0.0,0.0,0.0,0.0,0.0,0.0,2.758445953077171e-05,0.0,205.30438232421875,1.9541937490430428e-06,0.0,14.544587135314941
32,0.64,0.40618500113487244,-0.0021110058296471834,0.5077913999557495,0.9995747804641724,0.009965561330318451,0.026986291632056236,0.004770819563418627,-0.003840898396447301,-0.369282990694046,0.014567929320037365,0.44550779461860657,0.7686870694160461,-0.8875240683555603,0.6979029178619385,-0.523513913154602,-1.2943980693817139,1.173571228981018,-1.220649003982544,1.1051045656204224,-0.015041090548038483,-0.010767243802547455,0.2724742889404297,-2.3017711639404297,-3.6306843757629395,1.284303903579712,2.4905569553375244,-0.03397415950894356,-2.942962646484375,1.855198621749878,-0.18528251349925995,2.0633726119995117,0.0,0.0,0.0,3.7532423448283225e-05,0.0,279.3446350097656,2.214990854554344e-05,0.0,164.8563690185547,2.1066160371674414e-08,0.0,0.15679028630256653
33,0.66,0.42412233352661133,-0.0027181790210306644,0.5053009390830994,0.9996852874755859,0.008783997036516666,0.023054512217640877,0.004551628604531288,-0.01442937832325697,-0.36915266513824463,0.019003700464963913,0.398933470249176,0.6920256614685059,-0.8595877885818481,0.7438273429870605,-0.5438662767410278,-1.3389081954956055,1.2040739059448242,-1.2222188711166382,1.162808895111084,-0.8924206495285034,0.026309721171855927,0.2229544222354889,-2.271216869354248,-3.868825674057007,1.1914215087890625,2.34208345413208,-1.6488735675811768,-1.6953808069229126,1.6443899869918823,-0.2278481274843216,3.5691230297088623,0.0,0.0,0.0,5.411487290984951e-05,0.0,402.76373291015625,2.9696559067815542e-05,0.0,221.02423095703125,0.0,0.0,0.0
34,0.68,0.4420146048069,-0.003053749678656459,0.5037358403205872,0.9997470378875732,0.00710827112197876,0.02079363726079464,0.004820527043193579,-0.043606244027614594,-0.36659568548202515,0.023134702816605568,0.35554298758506775,0.6161288619041443,-0.8269755244255066,0.7853618264198303,-0.5980152487754822,-1.3593558073043823,1.2212499380111694,-1.221427083015442,1.2333295345306396,-1.77751624584198,0.07313839346170425,0.17959889769554138,-2.104825496673584,-3.7578864097595215,1.3589004278182983,2.1185173988342285,-3.3692524433135986,-0.7088010907173157,1.1383028030395508,-0.0919448658823967,3.728403329849243,0.0,0.0,0.0,5.1081995479762554e-05,0.0,380.1907958984375,3.2021252991398796e-05,0.0,238.32635498046875,0.0,0.0,0.0
