step,time,base_pos_x,base_pos_y,base_pos_z,base_quat_w,base_quat_x,base_quat_y,base_quat_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,contact_force_LF_x,contact_force_LF_y,contact_force_LF_z,contact_force_LH_x,contact_force_LH_y,contact_force_LH_z,contact_force_RF_x,contact_force_RF_y,contact_force_RF_z,contact_force_RH_x,contact_force_RH_y,contact_force_RH_z
12,0.24,0.09048979729413986,0.02183186076581478,0.5570953488349915,0.9996463656425476,-5.9577825595624745e-05,0.026309629902243614,-0.0038907863199710846,-0.07565689831972122,-0.15217341482639313,0.16100354492664337,0.12078145146369934,0.6825258731842041,-0.34629392623901367,0.863304615020752,-0.3443926274776459,-1.1562756299972534,0.7228252291679382,-0.9786831736564636,0.7991541028022766,1.8586679697036743,-0.3873293995857239,-0.4672984480857849,2.487362861633301,-2.879582166671753,1.14153254032135,0.8747568130493164,-4.706288814544678,-4.175323486328125,-1.2637081146240234,-0.4049800634384155,6.145387649536133,0.0,0.0,0.0,3.6636054574046284e-05,0.0,272.6731872558594,3.80235469492618e-05,0.0,282.99993896484375,0.0,0.0,0.0
13,0.26,0.10200212895870209,0.02246946282684803,0.556080162525177,0.9995538592338562,0.0011532444041222334,0.02969151735305786,-0.0030371651519089937,-0.03241782635450363,-0.15374615788459778,0.15712441504001617,0.18280459940433502,0.6100239753723145,-0.31784775853157043,0.8818299174308777,-0.45626941323280334,-1.19911527633667,0.6931920647621155,-0.9823993444442749,0.9297194480895996,2.0834317207336426,0.0040305075235664845,-0.14340652525424957,3.3665049076080322,-3.9638354778289795,1.1938965320587158,0.8339681625366211,-6.0157952308654785,-0.4847923815250397,-1.0047085285186768,0.004302062094211578,6.849757671356201,0.0,0.0,0.0,2.293123907293193e-05,0.0,170.67160034179688,3.0625400540884584e-05,0.0,227.93736267089844,0.0,0.0,0.0
14,0.28,0.11397342383861542,0.023150945082306862,0.5541251301765442,0.9995008111000061,0.0012193319853395224,0.03151693567633629,-0.0018374654464423656,-0.003533261362463236,-0.15282370150089264,0.1550888866186142,0.2533251643180847,0.531108558177948,-0.29152199625968933,0.9017128348350525,-0.5814062356948853,-1.1733429431915283,0.675225019454956,-0.9811591506004333,1.0480928421020508,0.959587574005127,-0.07771158218383789,-0.19229155778884888,3.5114200115203857,-3.8844168186187744,1.0794677734375,1.0326489210128784,-6.347100734710693,2.854983329772949,-0.712430477142334,0.09320788085460663,5.172178268432617,0.0,0.0,0.0,2.246623807877768e-05,0.0,167.21072387695312,2.8755135645042174e-05,0.0,214.01744079589844,0.0,0.0,0.0
15,0.3,0.1268274486064911,0.02416778728365898,0.5510908365249634,0.9994806051254272,0.0016924100928008556,0.03217561915516853,-0.0006353455828502774,0.003910448402166367,-0.15357562899589539,0.1517835110425949,0.32484450936317444,0.46399179100990295,-0.2657219171524048,0.9248888492584229,-0.7076734304428101,-1.0996184349060059,0.6672965288162231,-0.9782496094703674,1.1268967390060425,0.03440177068114281,-0.06099901720881462,-0.18924497067928314,3.5674126148223877,-3.0038399696350098,1.0613375902175903,1.2235742807388306,-6.218775272369385,4.0378899574279785,0.5679842233657837,0.1422131359577179,2.843898296356201,0.0,0.0,0.0,2.771422987279948e-05,0.0,206.27024841308594,2.9971210096846335e-05,0.0,223.06837463378906,0.0,0.0,0.0
16,0.32,0.14105191826820374,0.02552405185997486,0.5472747087478638,0.9994674921035767,0.0020279085729271173,0.0325644388794899,0.00033270721905864775,-0.0018085280898958445,-0.15522216260433197,0.14852960407733917,0.3943411409854889,0.4191472828388214,-0.23652903735637665,0.9504174590110779,-0.822295069694519,-1.021431803703308,0.660012423992157,-0.9740008115768433,1.1581758260726929,-0.5273445844650269,-0.13107484579086304,-0.19457200169563293,3.2984042167663574,-1.8086574077606201,1.2414854764938354,1.3555629253387451,-5.316786766052246,3.595390796661377,0.5408193469047546,0.1766999214887619,0.8937703967094421,0.0,0.0,0.0,3.382466820767149e-05,0.0,251.7487335205078,2.9745058782282285e-05,0.0,221.38519287109375,0.0,0.0,0.0
17,0.34,0.1569933295249939,0.027186553925275803,0.5430106520652771,0.9994341731071472,0.001981543144211173,0.03356102481484413,0.001110878773033619,-0.014155184850096703,-0.15698756277561188,0.14587268233299255,0.44988805055618286,0.39851880073547363,-0.20307894051074982,0.9772659540176392,-0.905890166759491,-0.970083475112915,0.6481955647468567,-0.9685713648796082,1.159205436706543,-0.43869441747665405,-0.09557978063821793,-0.10992388427257538,2.3291187286376953,-0.06079402565956116,1.5336967706680298,1.4379346370697021,-3.3720309734344482,-0.8292529582977295,0.03291130065917969,0.20861509442329407,-0.6486590504646301,1.9025790606974624e-05,0.0,141.60430908203125,3.071661194553599e-05,0.0,228.61624145507812,2.654101626831107e-05,0.0,197.53829956054688,0.0,0.0,0.0
18,0.36,0.17423918843269348,0.028591234236955643,0.5389130711555481,0.9994075894355774,0.0047703692689538,0.03406890854239464,0.001144874724559486,-0.022052763029932976,-0.16531650722026825,0.13843031227588654,0.4744859039783478,0.44256335496902466,-0.16315852105617523,1.0044771432876587,-0.9452434778213501,-1.0126270055770874,0.6296895146369934,-0.95912766456604,1.1298844814300537,-0.6027782559394836,-0.6537801027297974,-0.5136382579803467,0.5299249291419983,3.1790852546691895,2.0743839740753174,1.5836528539657593,-1.0542656183242798,-2.7169277667999268,-0.9148880839347839,0.4491082727909088,-2.819342851638794,2.404103724984452e-05,0.0,178.9315643310547,1.486186829424696e-05,0.0,110.61325073242188,1.705704562482424e-05,0.0,126.95142364501953,0.0,0.0,0.0
19,0.38,0.19131891429424286,0.02928842231631279,0.5345122218132019,0.9994104504585266,0.009940357878804207,0.0328591987490654,0.0006845068419352174,-0.03325589373707771,-0.1779276579618454,0.1258319616317749,0.47697702050209045,0.49325239658355713,-0.12328385561704636,1.0168460607528687,-0.9365200400352478,-1.0403538942337036,0.6149008870124817,-0.9950661659240723,1.0579899549484253,-0.34264397621154785,-0.2701299488544464,0.176129549741745,-0.1363629400730133,2.85420560836792,1.7513209581375122,2.9718637466430664,1.787712574005127,-1.6931562423706055,-0.2762494385242462,0.30278921127319336,-5.069411754608154,2.681566184037365e-05,0.0,199.58241271972656,2.237939042970538e-06,0.0,16.65643310546875,8.093657379504293e-05,0.0,602.3911743164062,0.0,0.0,0.0
20,0.4,0.20772096514701843,0.02953321672976017,0.5295377969741821,0.999479353427887,0.012255391106009483,0.029838651418685913,0.0007730857469141483,-0.038549765944480896,-0.18025891482830048,0.11471796035766602,0.47074949741363525,0.5448246598243713,-0.11907238513231277,1.0417860746383667,-0.9034439921379089,-1.064987301826477,0.6433426737785339,-1.1092013120651245,1.0364181995391846,0.06666766852140427,0.23086141049861908,-1.1704617738723755,0.5617714524269104,2.5154776573181152,-0.9490788578987122,-0.3900218605995178,-0.9731968641281128,-1.3271814584732056,2.3940415382385254,-5.359660625457764,4.227386474609375,2.581839362392202e-05,0.0,192.16000366210938,1.955238282391747e-08,0.0,0.14552359282970428,0.0,0.0,0.0,6.488291546702385e-05,0.0,482.9076843261719
21,0.42,0.22306489944458008,0.029415510594844818,0.525861382484436,0.9995554685592651,0.009636368602514267,0.02819060906767845,0.0011752961436286569,-0.033617399632930756,-0.17139580845832825,0.08524110913276672,0.47951894998550415,0.5917198657989502,-0.16998058557510376,1.0037894248962402,-0.8886680603027344,-1.0897828340530396,0.7150179743766785,-1.2257071733474731,1.067966103553772,0.2491384893655777,0.3663348853588104,-1.3645563125610352,0.49665018916130066,2.175205707550049,-3.521601438522339,-2.301499605178833,0.29873591661453247,-1.0845286846160889,4.55214786529541,-7.911951065063477,2.01650333404541,2.5109280613833107e-05,0.0,186.88223266601562,0.0,0.0,0.0,0.0,0.0,0.0,6.597756873816252e-05,0.0,491.054931640625
22,0.44,0.23836511373519897,0.029259374365210533,0.5231384038925171,0.9995577335357666,0.011534927412867546,0.02736295945942402,0.0016441658372059464,-0.03786972165107727,-0.1764499843120575,0.047316666692495346,0.47983577847480774,0.6316370368003845,-0.26151740550994873,0.9518664479255676,-0.871586263179779,-1.1045994758605957,0.8228648900985718,-1.359278917312622,1.0946012735366821,-0.38051268458366394,-0.5456704497337341,-2.0931968688964844,-0.10219484567642212,1.8517429828643799,-5.110309600830078,-2.7916676998138428,0.3789266049861908,-0.497722864151001,5.733858108520508,-5.5316243171691895,1.9185839891433716,2.254692662972957e-05,0.0,167.81126403808594,0.0,0.0,0.0,0.0,0.0,0.0,5.8861060097115114e-05,0.0,438.0884704589844
23,0.46,0.2540925145149231,0.028921956196427345,0.5209977030754089,0.9995302557945251,0.014583793468773365,0.026874801144003868,0.002079459372907877,-0.04393886402249336,-0.1909511685371399,0.012649859301745892,0.4775533676147461,0.6683564782142639,-0.37579968571662903,0.8897324800491333,-0.850803792476654,-1.1132572889328003,0.9472815990447998,-1.4538384675979614,1.1160049438476562,-0.11420881003141403,-0.7385696768760681,-1.4833189249038696,0.12181801348924637,1.8656015396118164,-6.033731460571289,-3.4646859169006348,0.7050588130950928,-0.4837891757488251,6.384139060974121,-2.953238010406494,1.4790538549423218,2.3004995455266908e-05,0.0,171.22055053710938,0.0,0.0,0.0,0.0,0.0,0.0,5.7884692068910226e-05,0.0,430.82159423828125
24,0.48,0.2704123854637146,0.02816743403673172,0.5194545984268188,0.9995324611663818,0.014141724444925785,0.026994487270712852,0.0024666055105626583,-0.0419812835752964,-0.20990756154060364,-0.009263872168958187,0.4809683561325073,0.7051666975021362,-0.5027613639831543,0.8135570287704468,-0.8225616216659546,-1.1218585968017578,1.0652683973312378,-1.478657841682434,1.1250553131103516,0.23379969596862793,-1.094822645187378,-0.8693647384643555,0.37445080280303955,1.890222191810608,-6.508533000946045,-3.9767074584960938,1.093919277191162,-0.5093734860420227,5.5458478927612305,-0.13295002281665802,0.8676055073738098,2.325382774870377e-05,0.0,173.07257080078125,0.0,0.0,0.0,0.0,0.0,0.0,5.321394564816728e-05,0.0,396.0583801269531
25,0.5,0.28750598430633545,0.02696290612220764,0.5180624723434448,0.9995338320732117,0.012301795184612274,0.027800913900136948,0.0028150842990726233,-0.0361684150993824,-0.23803073167800903,-0.021204208955168724,0.48693060874938965,0.742090106010437,-0.634434700012207,0.7351741194725037,-0.7894343137741089,-1.1299848556518555,1.1593782901763916,-1.455033540725708,1.1259171962738037,0.34452810883522034,-1.5406023263931274,-0.41170287132263184,0.4380667507648468,1.9145787954330444,-6.580080986022949,-3.864638566970825,1.3539462089538574,-0.49049222469329834,4.07172966003418,2.3282694816589355,0.4847819209098816,2.2926418751012534e-05,0.0,170.6357421875,0.0,0.0,0.0,0.0,0.0,0.0,4.576765059027821e-05,0.0,340.6374206542969
26,0.52,0.30551689863204956,0.025200288742780685,0.5163590908050537,0.9995128512382507,0.010877585038542747,0.02908322960138321,0.0031755573581904173,-0.030006207525730133,-0.27257275581359863,-0.02339092083275318,0.4930560290813446,0.7791997790336609,-0.7615001797676086,0.664024293422699,-0.7536246180534363,-1.1366328001022339,1.2217925786972046,-1.3910993337631226,1.1234194040298462,0.30010369420051575,-1.798313856124878,0.0802164375782013,0.38386762142181396,1.9457215070724487,-6.153454780578613,-3.4046411514282227,1.5135618448257446,-0.4198666214942932,2.6056084632873535,4.19127082824707,0.31764382123947144,2.3032271201373078e-05,0.0,171.42356872558594,0.0,0.0,0.0,0.0,0.0,0.0,3.892274253303185e-05,0.0,289.6924133300781
27,0.54,0.32449597120285034,0.022794729098677635,0.514117419719696,0.9994551539421082,0.011542580090463161,0.030740998685359955,0.003385932417586446,-0.02650768868625164,-0.30980589985847473,-0.01625310629606247,0.4965866804122925,0.8158828616142273,-0.8719940185546875,0.6025364995002747,-0.7166300415992737,-1.14003586769104,1.2588077783584595,-1.2936331033706665,1.1206551790237427,0.11259996145963669,-1.836666226387024,0.5483682155609131,0.18011943995952606,1.9350897073745728,-5.045583248138428,-2.9076454639434814,1.6088272333145142,-0.2636740803718567,1.3522595167160034,5.334794044494629,0.255228191614151,2.210559614468366e-05,0.0,164.52655029296875,0.0,0.0,0.0,0.0,0.0,0.0,3.363048017490655e-05,0.0,250.30343627929688
28,0.56,0.3444427251815796,0.019726797938346863,0.5111761093139648,0.9993271827697754,0.015459807589650154,0.033110518008470535,0.0031588503625243902,-0.0277062077075243,-0.3430751860141754,-0.0018072538077831268,0.4949646294116974,0.8515575528144836,-0.950908362865448,0.5511487722396851,-0.6794649958610535,-1.1399779319763184,1.2702431678771973,-1.1892706155776978,1.1181573867797852,-0.17787139117717743,-1.5493409633636475,0.3692705035209656,-0.17644625902175903,1.9265031814575195,-3.1866488456726074,-1.6604381799697876,1.6456851959228516,-0.18242454528808594,-0.24344776570796967,-0.4104948043823242,0.17408387362957,1.845545557443984e-05,0.0,137.35943603515625,0.0,0.0,0.0,2.613675496832002e-05,0.0,194.52947998046875,2.7909052732866257e-05,0.0,207.7202606201172
29,0.58,0.36479732394218445,0.016830790787935257,0.5082511305809021,0.9992417097091675,0.01718328893184662,0.03482561185956001,0.002825722098350525,-0.024862347170710564,-0.35967567563056946,0.003610967891290784,0.4971160590648651,0.8849640488624573,-0.9898406267166138,0.5799546837806702,-0.6381204724311829,-1.1417356729507446,1.2508659362792969,-1.210108995437622,1.1117935180664062,0.4265977144241333,-0.2804392874240875,0.5064802765846252,0.4421060085296631,1.3877034187316895,-1.1377249956130981,3.7102887630462646,2.183241605758667,-0.8761014342308044,-2.0483267307281494,-3.1227869987487793,-0.3813897967338562,0.0,0.0,0.0,0.0,0.0,0.0,5.873924237675965e-05,0.0,437.1817932128906,1.74982469616225e-05,0.0,130.23516845703125
30,0.6,0.38431015610694885,0.015103030949831009,0.5062869787216187,0.9993401169776917,0.014209078624844551,0.03333614021539688,0.002499921480193734,-0.01765473186969757,-0.3612394332885742,0.014714823104441166,0.5042615532875061,0.8835859298706055,-0.9831306338310242,0.6468876600265503,-0.5924695134162903,-1.1965184211730957,1.199215292930603,-1.2527058124542236,1.106162667274475,0.289136677980423,0.2143198847770691,0.5078064799308777,-0.012236729264259338,-1.0028507709503174,1.433851718902588,2.3176369667053223,2.2217209339141846,-3.0008177757263184,-3.1554157733917236,-0.33312615752220154,0.09828358143568039,0.0,0.0,0.0,0.0,0.0,0.0,2.2458914827439003e-05,0.0,167.1562042236328,6.664622105745366e-06,0.0,49.603153228759766
31,0.62,0.4030482769012451,0.014413845725357533,0.5039536356925964,0.999509871006012,0.012435267679393291,0.028688672930002213,0.001536087249405682,-0.012969035655260086,-0.34850001335144043,0.02161194570362568,0.48462387919425964,0.8381675481796265,-0.9304635524749756,0.6970112919807434,-0.556580126285553,-1.271161675453186,1.1675291061401367,-1.2562408447265625,1.1250865459442139,0.10790456831455231,-0.28390589356422424,0.17893660068511963,-1.6532140970230103,-3.0084290504455566,0.869682788848877,2.500748872756958,1.409766674041748,-3.9205684661865234,2.7563135623931885,-0.12434699386358261,1.3786031007766724,0.0,0.0,0.0,6.850592035334557e-05,0.0,509.872802734375,2.0754332581418566e-05,0.0,154.4694366455078,2.114204789904761e-06,0.0,15.735508918762207
32,0.64,0.4211942255496979,0.014197863638401031,0.5015321373939514,0.9996269941329956,0.0127140237018466,0.024157891049981117,0.0008096870151348412,-0.01495323795825243,-0.3527796268463135,0.022726789116859436,0.44077885150909424,0.7617498636245728,-0.9076222777366638,0.7446398735046387,-0.5453692078590393,-1.334709882736206,1.207313060760498,-1.2573788166046143,1.1589499711990356,-0.3544113337993622,-0.256328821182251,0.013840364292263985,-2.3688948154449463,-4.173184394836426,1.2289652824401855,2.422804594039917,-0.08570282906293869,-2.7219297885894775,1.832916021347046,-0.22028779983520508,2.08971905708313,0.0,0.0,0.0,5.956820314167999e-05,0.0,443.3515625,2.557766856625676e-05,0.0,190.36834716796875,0.0,0.0,0.0
33,0.66,0.4390680193901062,0.014016116969287395,0.4997313320636749,0.9996961355209351,0.012412908487021923,0.021290989592671394,0.0007345367921516299,-0.0335821658372879,-0.3543170690536499,0.023869885131716728,0.3957173824310303,0.6734087467193604,-0.877849817276001,0.7881501913070679,-0.5725627541542053,-1.3704184293746948,1.231076955795288,-1.257326364517212,1.2150776386260986,-1.2875009775161743,-0.02368512749671936,0.08482351899147034,-2.1743030548095703,-4.48116397857666,1.3455694913864136,2.218067169189453,-2.12699294090271,-1.2391117811203003,1.2434463500976562,-0.14918982982635498,3.0517003536224365,0.0,0.0,0.0,5.359725037124008e-05,0.0,398.9112243652344,3.0393533961614594e-05,0.0,226.21163940429688,0.0,0.0,0.0
34,0.68,0.45685556530952454,0.014032081700861454,0.4984704256057739,0.9997414350509644,0.011015948839485645,0.019864121451973915,0.0010989847360178828,-0.06629516184329987,-0.35241392254829407,0.026256198063492775,0.3541746139526367,0.5878959894180298,-0.8444662094116211,0.827703058719635,-0.6371856331825256,-1.382377028465271,1.243922472000122,-1.255289077758789,1.279119610786438,-1.785640001296997,0.07125967741012573,0.09904451668262482,-2.011849880218506,-4.110564231872559,1.4646730422973633,2.047232151031494,-3.855968475341797,0.025167768821120262,0.7963481545448303,-0.03366559371352196,3.5030441284179688,0.0,0.0,0.0,4.75391025247518e-05,0.0,353.8219299316406,3.352686690050177e-05,0.0,249.53224182128906,0.0,0.0,0.0
35,0.7000000000000001,0.47491249442100525,0.014365851879119873,0.4974839389324188,0.9997706413269043,0.009250123985111713,0.019242065027356148,0.0016699685947969556,-0.1020464301109314,-0.34937649965286255,0.02858624793589115,0.3201691210269928,0.5143685340881348,-0.8078745007514954,0.8648044466972351,-0.7300806641578674,-1.368007779121399,1.2496055364608765,-1.2507089376449585,1.3442152738571167,-1.726515531539917,0.11320401728153229,0.10277365148067474,-1.4310194253921509,-3.429508924484253,1.6017403602600098,1.9050036668777466,-5.064207553863525,1.518906831741333,0.5293970704078674,0.1820639669895172,3.017547369003296,0.0,0.0,0.0,4.372670446173288e-05,0.0,325.44720458984375,3.411489160498604e-05,0.0,253.90878295898438,0.0,0.0,0.0
