step,time,base_pos_x,base_pos_y,base_pos_z,base_quat_w,base_quat_x,base_quat_y,base_quat_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11
10,0.2,-0.05035796016454697,-0.03823959454894066,0.5733919143676758,0.9989977478981018,0.01670730672776699,-0.010700609534978867,0.04012444615364075,-0.06590769439935684,-0.11052070558071136,0.39012572169303894,0.2084309458732605,0.16922469437122345,-0.5326951146125793,0.4257673919200897,-0.6116779446601868,-0.49104544520378113,0.8126558661460876,-0.8296453952789307,0.9648090600967407,0.16102300584316254,0.7478296160697937,0.35038742423057556,1.2249387502670288,-0.6068105101585388,-1.046175241470337,-0.41801804304122925,-1.2627310752868652,-0.9092283844947815,0.7571636438369751,-0.6600494980812073,1.0316945314407349
11,0.22,-0.058454230427742004,-0.04369019716978073,0.5704818964004517,0.9987464547157288,0.016152221709489822,-0.009496588259935379,0.04641740769147873,-0.06774594634771347,-0.09462890774011612,0.3923196494579315,0.22783184051513672,0.1502828299999237,-0.5539761185646057,0.4171386659145355,-0.637018084526062,-0.5008052587509155,0.8127285838127136,-0.8455865979194641,0.9843826293945312,-0.28295427560806274,0.7535924911499023,-0.033093035221099854,0.8181102275848389,-0.889991044998169,-1.1756211519241333,-0.34071505069732666,-1.4516526460647583,-0.5561047196388245,0.05936996638774872,-1.002913475036621,1.1746097803115845
12,0.24,-0.06675123423337936,-0.04925476387143135,0.5673917531967163,0.9984377026557922,0.016687758266925812,-0.007775327190756798,0.05275718495249748,-0.07244087755680084,-0.07915277034044266,0.3924252688884735,0.24502475559711456,0.12984797358512878,-0.5758633017539978,0.4082372486591339,-0.663550615310669,-0.5106436014175415,0.8063072562217712,-0.8641819953918457,1.0028430223464966,-0.19072380661964417,0.8041647672653198,0.09237466007471085,0.9242333769798279,-0.8220192193984985,-1.161515474319458,-0.40177664160728455,-1.4342498779296875,-0.7915293574333191,-0.2380295842885971,-1.0148370265960693,0.9981154799461365
13,0.26,-0.07516168802976608,-0.05509685352444649,0.5644420981407166,0.9981244206428528,0.014544411562383175,-0.006018779240548611,0.059160586446523666,-0.07270775735378265,-0.058021120727062225,0.3972175419330597,0.2677454650402069,0.11053622514009476,-0.5976727604866028,0.39538344740867615,-0.687916100025177,-0.5255874991416931,0.7986276745796204,-0.8769668340682983,1.0155718326568604,-0.018869182094931602,1.1308674812316895,0.38061562180519104,1.2725176811218262,-0.9853679537773132,-1.222619891166687,-0.5030643939971924,-1.3453915119171143,-0.8970237970352173,-0.22466140985488892,-0.9150440692901611,0.9111542701721191
14,0.28,-0.08361881971359253,-0.06096804141998291,0.5617944598197937,0.9977662563323975,0.011812686920166016,-0.004314787220209837,0.06560728698968887,-0.0804874449968338,-0.03636203706264496,0.4023393392562866,0.29078957438468933,0.09363078325986862,-0.6181167364120483,0.3802521824836731,-0.7104290723800659,-0.565422773361206,0.7880534529685974,-0.8861139416694641,1.0234938859939575,-0.5686013102531433,1.0517172813415527,0.32158854603767395,1.371065616607666,-0.6501843929290771,-1.0404140949249268,-0.5168812274932861,-1.3729383945465088,-2.463904619216919,-0.4946379065513611,-0.8752986788749695,1.4180998802185059
15,0.3,-0.09207285940647125,-0.06680108606815338,0.5597178339958191,0.9973458051681519,0.01200837455689907,-0.0036424072459340096,0.07172181457281113,-0.10082032531499863,-0.021484140306711197,0.40087583661079407,0.28878918290138245,0.09408069401979446,-0.6340158581733704,0.3643137514591217,-0.712369441986084,-0.6227490305900574,0.774147629737854,-0.8890230059623718,1.0582619905471802,-1.1852246522903442,0.6526885628700256,-0.06986851990222931,-0.9450652003288269,0.5800662636756897,-0.7541511654853821,-0.43803805112838745,0.7672793865203857,-3.8443682193756104,-0.6174647808074951,-0.6275923252105713,3.550626754760742
16,0.32,-0.10067521780729294,-0.0728750079870224,0.5583168864250183,0.9968752264976501,0.013345513492822647,-0.004636847879737616,0.07771922647953033,-0.123877614736557,-0.00890875793993473,0.39564603567123413,0.249016672372818,0.12176074832677841,-0.6467251181602478,0.34565016627311707,-0.6718966960906982,-0.7008196711540222,0.7601205706596375,-0.8797808885574341,1.1260720491409302,-1.1056041717529297,0.710919976234436,-0.07870592176914215,-2.434204339981079,1.9649569988250732,-0.5312778353691101,-0.5767465829849243,2.720045328140259,-4.670454025268555,-0.7919210195541382,-0.04658621549606323,2.8437626361846924
17,0.34,-0.10976444184780121,-0.0793488547205925,0.5576096773147583,0.9963025450706482,0.015997709706425667,-0.006983466446399689,0.08412319421768188,-0.15115197002887726,0.0017863856628537178,0.38635197281837463,0.18554842472076416,0.17726601660251617,-0.6558589935302734,0.324703186750412,-0.6044706702232361,-0.8003839254379272,0.7423483729362488,-0.8611515164375305,1.168973684310913,-1.4226887226104736,0.5340645909309387,-0.4878227412700653,-3.4969353675842285,3.27652645111084,-0.34876197576522827,-0.6542911529541016,3.7936952114105225,-5.088521957397461,-1.027159333229065,0.057985782623291016,0.368632048368454
18,0.36,-0.11934678256511688,-0.08642307668924332,0.5569979548454285,0.9955951571464539,0.019725853577256203,-0.010155649855732918,0.0910944864153862,-0.1787533164024353,0.011457529850304127,0.3741650879383087,0.11369909346103668,0.25623664259910583,-0.6629887819290161,0.3025844991207123,-0.5244941115379333,-0.9016367793083191,0.7213940620422363,-0.8373062610626221,1.1417663097381592,-1.2253122329711914,0.566057026386261,-0.47596830129623413,-3.439934730529785,4.316322326660156,-0.3903388977050781,-0.8982934951782227,4.085228443145752,-4.856980800628662,-1.023451328277588,0.8680087327957153,-2.9063892364501953
19,0.38,-0.12923547625541687,-0.09452148526906967,0.5556505918502808,0.9947834014892578,0.022629398852586746,-0.013423429802060127,0.09855903685092926,-0.19744405150413513,0.024501392617821693,0.36446982622146606,0.057140227407217026,0.35059529542922974,-0.6710936427116394,0.27999064326286316,-0.4479232132434845,-0.983651876449585,0.6994869112968445,-0.8133624196052551,1.0597623586654663,-0.7388685941696167,0.7578719258308411,-0.3636605143547058,-2.3509907722473145,4.9141764640808105,-0.557403564453125,-0.9786669015884399,3.659626007080078,-3.5882248878479004,-0.9477558135986328,0.8412492275238037,-5.253589630126953
20,0.4,-0.13934765756130219,-0.1037789136171341,0.5530827045440674,0.9938782453536987,0.024680959060788155,-0.016398947685956955,0.10643292218446732,-0.20826493203639984,0.04132537543773651,0.3579530119895935,0.026979627087712288,0.4523773193359375,-0.6805381178855896,0.2583570182323456,-0.3847086727619171,-1.035355806350708,0.6763353943824768,-0.7947525382041931,0.949742317199707,-0.47218385338783264,0.7879759073257446,-0.26901775598526,-1.0124213695526123,5.112660884857178,-0.7263778448104858,-0.9168820381164551,2.8817176818847656,-1.8627560138702393,-0.9552046060562134,0.531916618347168,-5.991124629974365
21,0.42,-0.1496574729681015,-0.11387570202350616,0.549827516078949,0.9930325746536255,0.0234326533973217,-0.017994627356529236,0.11407722532749176,-0.2080584466457367,0.0656144767999649,0.36024385690689087,0.043223410844802856,0.5501276254653931,-0.6905617117881775,0.23514820635318756,-0.3697494566440582,-1.0564141273498535,0.6458945274353027,-0.7828766107559204,0.941233217716217,0.5389811992645264,1.551736831665039,0.5969927906990051,2.1222009658813477,4.55879020690918,-0.5918868184089661,-1.3082441091537476,-1.6683423519134521,-0.19492612779140472,-1.6828334331512451,0.4470033347606659,2.021644353866577
22,0.44,-0.15938939154148102,-0.12287893146276474,0.5474898815155029,0.9924256205558777,0.01655997522175312,-0.015286513604223728,0.12076317518949509,-0.19367222487926483,0.0802931860089302,0.3715682923793793,0.08236128836870193,0.6177407503128052,-0.6899623274803162,0.2094707041978836,-0.41190314292907715,-1.02082097530365,0.6902366876602173,-0.7836517095565796,0.9823516607284546,0.8028661012649536,-0.2508871555328369,0.1530192792415619,1.7702505588531494,2.249366283416748,0.6078417897224426,-1.0394726991653442,-2.373396158218384,4.102022171020508,5.032345294952393,-0.6581002473831177,1.9350595474243164
23,0.46,-0.1683516800403595,-0.13045039772987366,0.5450917482376099,0.9915928840637207,0.012177349999547005,-0.0072065177373588085,0.12862126529216766,-0.17598898708820343,0.08200088143348694,0.35019055008888245,0.11219564080238342,0.6176512837409973,-0.6895157098770142,0.20921924710273743,-0.44243016839027405,-0.9602728486061096,0.7558455467224121,-0.8453782200813293,0.9823434948921204,0.3988693356513977,0.9608447551727295,-1.721747875213623,1.4438694715499878,-0.9762666821479797,-2.064162015914917,0.6532793045043945,-1.8332908153533936,-2.7492520809173584,10.505695343017578,-4.426303863525391,0.23946279287338257
24,0.48,-0.17701730132102966,-0.13695989549160004,0.5433858633041382,0.9904724955558777,0.016841158270835876,0.003927465993911028,0.13662108778953552,-0.1959628164768219,0.037591755390167236,0.28789475560188293,0.12014089524745941,0.5925298929214478,-0.7095699310302734,0.24597658216953278,-0.4743868410587311,-1.0021789073944092,1.0441317558288574,-0.9391383528709412,0.9788984060287476,-1.293507695198059,-3.2129266262054443,-3.54526424407959,0.05214411020278931,-1.1249215602874756,0.39008447527885437,2.475328207015991,-1.6555802822113037,-2.237710475921631,6.4264984130859375,-4.765193939208984,-0.13223335146903992
25,0.5,-0.1847788244485855,-0.14385218918323517,0.542849063873291,0.9893019795417786,0.01895945705473423,0.01432462502270937,0.143934428691864,-0.20963764190673828,-0.029958240687847137,0.2315445989370346,0.13171273469924927,0.5652294754981995,-0.6898803114891052,0.3083191514015198,-0.4992193281650543,-1.0366041660308838,1.1033332347869873,-1.0059866905212402,0.9648925065994263,-0.2600066661834717,-3.759387493133545,-2.345475673675537,1.018154501914978,-1.0334745645523071,0.64035964012146,3.3360698223114014,-1.346632957458496,-2.1343348026275635,8.048195838928223,-1.6207813024520874,-0.4072011411190033
26,0.52,-0.19257591664791107,-0.15121322870254517,0.5421296954154968,0.9880903363227844,0.017975537106394768,0.022602692246437073,0.15114028751850128,-0.21640342473983765,-0.11351078003644943,0.18495434522628784,0.15019705891609192,0.5371108651161194,-0.6694889664649963,0.3737577795982361,-0.5231116414070129,-1.0655291080474854,1.127774715423584,-1.0547977685928345,0.9542351961135864,-0.4592683017253876,-4.397212982177734,-2.35563325881958,0.855431854724884,-1.1551928520202637,1.1821820735931396,2.9215800762176514,-1.3833904266357422,-1.7437994480133057,-1.6317287683486938,-1.5995635986328125,-0.11662205308675766
27,0.54,-0.20125038921833038,-0.1592879444360733,0.5412439107894897,0.9868212342262268,0.016653049737215042,0.027487723156809807,0.15859052538871765,-0.2210475504398346,-0.19499249756336212,0.15488648414611816,0.1720006912946701,0.5055758953094482,-0.6462889313697815,0.40867742896080017,-0.5488030910491943,-1.0802929401397705,1.1385852098464966,-1.0844236612319946,0.9568211436271667,-0.1871854066848755,-3.545691967010498,-1.0392426252365112,1.1837611198425293,-1.316729187965393,1.511379361152649,1.005792498588562,-1.4580110311508179,-0.9671779870986938,-1.7000346183776855,-0.3460901379585266,0.5613775849342346
28,0.56,-0.2106972634792328,-0.16815674304962158,0.5406498908996582,0.9855223894119263,0.01467196550220251,0.02855139784514904,0.16647909581661224,-0.22240574657917023,-0.2491409033536911,0.14796291291713715,0.19817596673965454,0.46997278928756714,-0.608626663684845,0.4125900864601135,-0.5758844017982483,-1.077064037322998,1.1351001262664795,-1.0877596139907837,0.9717493653297424,-0.1637607216835022,-2.290599822998047,-0.20963571965694427,1.3095475435256958,-1.4754817485809326,2.114833116531372,-0.1536501795053482,-1.5234113931655884,-0.16279280185699463,0.5290176868438721,0.7762328386306763,1.244422197341919
29,0.58,-0.22052288055419922,-0.17754147946834564,0.5400717258453369,0.9841208457946777,0.014274049550294876,0.02760923095047474,0.17475734651088715,-0.22629137337207794,-0.28177881240844727,0.14607253670692444,0.22340047359466553,0.43148526549339294,-0.5624550580978394,0.41522833704948425,-0.6043695211410522,-1.0611951351165771,1.1306211948394775,-1.086303472518921,0.9953805208206177,-0.2919861376285553,-1.3756158351898193,0.0029886714182794094,1.2551052570343018,-1.6043745279312134,2.2945942878723145,0.5505492687225342,-1.6252361536026,0.3264298439025879,0.36001521348953247,-0.06451892852783203,1.566904067993164
30,0.6,-0.23033030331134796,-0.1873314380645752,0.5392069816589355,0.982616126537323,0.014331580139696598,0.02586202137172222,0.1832798421382904,-0.2312295138835907,-0.3021526038646698,0.15012359619140625,0.2490822821855545,0.39212891459465027,-0.5191126465797424,0.4418220520019531,-0.633692741394043,-1.0403540134429932,1.1265840530395508,-1.0983091592788696,1.0223801136016846,-0.29788079857826233,-0.8760178089141846,0.3325841724872589,1.3030844926834106,-1.6698373556137085,2.0842556953430176,1.7983007431030273,-1.6602197885513306,0.5534745454788208,-0.5749654769897461,-1.0413366556167603,1.6279717683792114
31,0.62,-0.24011299014091492,-0.19745464622974396,0.5381485819816589,0.9810286164283752,0.014065555296838284,0.023708147928118706,0.1918935477733612,-0.23576495051383972,-0.31524425745010376,0.15964287519454956,0.2759990990161896,0.3519740402698517,-0.4821262061595917,0.48847416043281555,-0.6629762649536133,-1.0165691375732422,1.1159051656723022,-1.1224192380905151,1.0488063097000122,-0.2770766317844391,-0.5246180891990662,0.5657492876052856,1.36298668384552,-1.7363379001617432,1.7657476663589478,2.6317145824432373,-1.6634865999221802,0.7112205028533936,-1.040134310722351,-1.7460836172103882,1.5625122785568237
32,0.64,-0.2499275952577591,-0.20791985094547272,0.5369812846183777,0.9793534874916077,0.01344118732959032,0.021324465051293373,0.20057787001132965,-0.2399127334356308,-0.3199661076068878,0.17432399094104767,0.3039659857749939,0.31058287620544434,-0.4507535994052887,0.5476469397544861,-0.6919856667518616,-0.9899501800537109,1.0941383838653564,-1.160366415977478,1.0731910467147827,-0.2538827955722809,-0.06786926835775375,0.8444514274597168,1.4224668741226196,-1.8151724338531494,1.4858903884887695,3.1117618083953857,-1.650998592376709,0.8656706213951111,-1.3950248956680298,-2.0092735290527344,1.4443095922470093
33,0.66,-0.2598441243171692,-0.2187647968530655,0.5357311964035034,0.9775950312614441,0.012236806564033031,0.018690653145313263,0.20930565893650055,-0.24325768649578094,-0.31499168276786804,0.19515082240104675,0.33327749371528625,0.26781418919563293,-0.4250652492046356,0.6117079854011536,-0.7205495238304138,-0.9605935215950012,1.0609979629516602,-1.1993458271026611,1.0947842597961426,-0.1993960589170456,0.4066331386566162,1.1439592838287354,1.4955748319625854,-1.9120646715164185,1.1832540035247803,3.194912910461426,-1.639380693435669,1.0414681434631348,-1.9360274076461792,-1.7596791982650757,1.2996584177017212
34,0.68,-0.2699161469936371,-0.22996357083320618,0.5343560576438904,0.9757813811302185,0.010162283666431904,0.01571407914161682,0.21794655919075012,-0.24509330093860626,-0.30203384160995483,0.22054438292980194,0.3642171621322632,0.22379308938980103,-0.4057103991508484,0.6723029017448425,-0.7486945986747742,-0.9286395907402039,1.018883466720581,-1.227086067199707,1.1134719848632812,-0.10520777106285095,0.7563472390174866,1.3126537799835205,1.5756206512451172,-2.0025763511657715,0.870943009853363,2.8755133152008057,-1.6324121952056885,1.2245891094207764,-2.4056923389434814,-1.031410574913025,1.1593958139419556
35,0.7000000000000001,-0.2801379859447479,-0.24144691228866577,0.5327391028404236,0.9739494323730469,0.007042038720101118,0.01222127117216587,0.22632648050785065,-0.24473711848258972,-0.2839307487010956,0.24701090157032013,0.39698219299316406,0.17898228764533997,-0.39203837513923645,0.7227787375450134,-0.7766144871711731,-0.8941847681999207,0.9701905250549316,-1.2367478609085083,1.1300721168518066,0.016924727708101273,0.9603039622306824,1.292249083518982,1.6557804346084595,-2.060863971710205,0.612705647945404,2.273024082183838,-1.6348004341125488,1.4026031494140625,-2.7080037593841553,-0.01657019555568695,1.0782253742218018
36,0.72,-0.2902827858924866,-0.2532133460044861,0.5310349464416504,0.9721193313598633,0.004769131075590849,0.009027836844325066,0.23426450788974762,-0.2455894649028778,-0.25635772943496704,0.2678366005420685,0.42766034603118896,0.13244271278381348,-0.39783987402915955,0.7595544457435608,-0.8047423958778381,-0.8557112812995911,0.9760429859161377,-1.226880431175232,1.1446677446365356,-0.332780122756958,1.3951407670974731,0.6729944944381714,1.2307307720184326,-2.3025412559509277,-1.6790668964385986,1.5467842817306519,-1.657304286956787,1.7732452154159546,0.34408700466156006,0.9539481997489929,0.9074174165725708
37,0.74,-0.2996717691421509,-0.2651127874851227,0.530174195766449,0.9703384041786194,0.007230204064399004,0.008943049237132072,0.24147702753543854,-0.2556508481502533,-0.23594743013381958,0.27591386437416077,0.44611304998397827,0.08106384426355362,-0.4426405727863312,0.7788412570953369,-0.8322853446006775,-0.8110383749008179,1.0040820837020874,-1.1999502182006836,1.1498695611953735,-0.5065723657608032,1.0015090703964233,0.39710813760757446,1.0437517166137695,-2.501885175704956,-1.7512245178222656,0.44159817695617676,-1.8036634922027588,2.1191818714141846,0.3014412224292755,-5.323399066925049,1.104672908782959
38,0.76,-0.3081437349319458,-0.27716004848480225,0.5303851962089539,0.9687021970748901,0.005466591101139784,0.007767639122903347,0.24804408848285675,-0.25498735904693604,-0.20714303851127625,0.28198862075805664,0.461792916059494,0.03231266885995865,-0.4774702489376068,0.7527725100517273,-0.8411703109741211,-0.7651563882827759,1.0150421857833862,-1.1872129440307617,1.1551254987716675,0.31592485308647156,1.5918501615524292,0.5987733602523804,0.09488027542829514,-2.2640645503997803,-1.8696995973587036,-0.9607875347137451,0.7223155498504639,2.4418742656707764,0.8843148946762085,0.1642957180738449,1.55875563621521
39,0.78,-0.31564468145370483,-0.2884121835231781,0.5313315391540527,0.9671460390090942,0.0009711860911920667,0.0043616085313260555,0.2541823983192444,-0.24277804791927338,-0.17426879703998566,0.2929464876651764,0.41987618803977966,0.012473231181502342,-0.5077946782112122,0.7246437072753906,-0.7834335565567017,-0.757217526435852,1.0273916721343994,-1.1662627458572388,1.2428797483444214,0.7091675996780396,1.5647152662277222,0.5785312056541443,-3.305964946746826,0.013153520412743092,-1.576971173286438,-1.037882685661316,3.979069471359253,-2.112201690673828,0.7887991070747375,0.6089016199111938,4.615429401397705
40,0.8,-0.3226257562637329,-0.2988484501838684,0.5329533815383911,0.965528666973114,-0.0019831396639347076,0.0004083884123247117,0.2602887451648712,-0.22756171226501465,-0.1453842669725418,0.29945123195648193,0.3317003846168518,0.04022516682744026,-0.5330339670181274,0.6966376304626465,-0.6872458457946777,-0.798168957233429,1.035407304763794,-1.1396827697753906,1.3351736068725586,0.6997765302658081,1.332769513130188,0.22463864088058472,-4.878287315368652,2.2536516189575195,-1.2301019430160522,-1.102879285812378,5.14030647277832,-3.2140021324157715,0.3432444930076599,1.0238370895385742,3.630244016647339
41,0.8200000000000001,-0.32952266931533813,-0.3088514506816864,0.5348508358001709,0.9636935591697693,-0.0013754158280789852,-0.002958766184747219,0.26699087023735046,-0.21874220669269562,-0.12336674332618713,0.29662251472473145,0.22513516247272491,0.10711822658777237,-0.5536323189735413,0.6708893775939941,-0.5851809978485107,-0.875216543674469,1.0351377725601196,-1.1125969886779785,1.3475819826126099,0.2926003932952881,0.93022620677948,-0.2883019745349884,-5.444173336029053,3.900024652481079,-1.040797233581543,-1.0544644594192505,4.924427032470703,-3.9108364582061768,-0.06877394765615463,1.0277042388916016,-0.8669739961624146
42,0.84,-0.3363613784313202,-0.31899645924568176,0.5365288257598877,0.9616642594337463,0.0018424555892124772,-0.005214956123381853,0.2741738557815552,-0.2129596769809723,-0.10619637370109558,0.2877376079559326,0.12287524342536926,0.1985798329114914,-0.5719690918922424,0.6468489170074463,-0.4996681213378906,-0.9609791040420532,1.0278222560882568,-1.0892306566238403,1.3017362356185913,0.4072364866733551,0.8507936000823975,-0.38271722197532654,-4.7838826179504395,4.9085588455200195,-1.0320788621902466,-0.9877648949623108,3.8875510692596436,-4.397231578826904,-0.3149634599685669,0.8061589002609253,-3.597923755645752
43,0.86,-0.3429625928401947,-0.3298369348049164,0.5378773212432861,0.9595547318458557,0.00382933858782053,-0.006672163028270006,0.28141722083091736,-0.196635439991951,-0.08618392050266266,0.28206273913383484,0.04405391961336136,0.30368879437446594,-0.5903950333595276,0.6225559115409851,-0.43681225180625916,-1.0397828817367554,1.015458106994629,-1.0699008703231812,1.2260818481445312,1.0554431676864624,1.0719438791275024,-0.1263197511434555,-3.3974063396453857,5.4250264167785645,-1.0766592025756836,-0.9964154958724976,2.756976366043091,-3.8101072311401367,-0.5401400327682495,0.494891494512558,-4.160546779632568
44,0.88,-0.3493824303150177,-0.3414670526981354,0.5390592813491821,0.9573753476142883,0.004058452323079109,-0.007449687924236059,0.2887224853038788,-0.1718236207962036,-0.062334831804037094,0.2804690897464752,-0.007562051061540842,0.4142068326473236,-0.6086995601654053,0.596548318862915,-0.39294856786727905,-1.1027991771697998,0.9972091913223267,-1.0532169342041016,1.144720435142517,1.2576020956039429,1.1952368021011353,0.0014683064073324203,-2.1148951053619385,5.536205768585205,-1.0528537034988403,-1.114956021308899,1.9068208932876587,-2.7736003398895264,-0.8697365522384644,0.5130515098571777,-3.9831337928771973
